marketplace_id,category_tree_id,category_id,category_name,conditions_json,fvf_rate,last_synced
EBAY_GB,3,37644,Bedding Sets & Duvet Covers,[],,2026-04-09
EBAY_GB,3,36317,Protective Gear,[],,2026-04-09
EBAY_GB,3,14990,Speakers & Subwoofers,[],,2026-04-09
EBAY_GB,3,73368,Amplifiers & Tube Amps,[],,2026-04-09
EBAY_GB,3,25644,Onboard Tool Bags & Repair Kits,[],,2026-04-09
EBAY_GB,3,25645,"Other Motorcycle Maintenance, Stands & Towing",[],,2026-04-09
EBAY_GB,3,178945,Other Air Intake & Fuel Delivery,[],,2026-04-09
EBAY_GB,3,85358,Windsurfing Sails,[],,2026-04-09
EBAY_GB,3,37631,Potty Training,[],,2026-04-09
EBAY_GB,3,178943,Fuel Valves & Petcocks,[],,2026-04-09
EBAY_GB,3,37632,Mats & Rugs,[],,2026-04-09
EBAY_GB,3,178944,"Gaskets, Seals & O-Rings",[],,2026-04-09
EBAY_GB,3,37633,Walls Decoration,[],,2026-04-09
EBAY_GB,3,178941,"Fuel Hoses, Lines & Pipes",[],,2026-04-09
EBAY_GB,3,178942,Fuel Pumps & Sending Units,[],,2026-04-09
EBAY_GB,3,178940,Fuel Injectors,[],,2026-04-09
EBAY_GB,3,36306,Accessories,[],,2026-04-09
EBAY_GB,3,37637,Toilet Seats,[],,2026-04-09
EBAY_GB,3,61395,Other TV & Home Audio Accs.,[],,2026-04-09
EBAY_GB,3,127399,Slovakia,[],,2026-04-09
EBAY_GB,3,73374,Televisions,[],,2026-04-09
EBAY_GB,3,72041,Beer Badges & Pins,[],,2026-04-09
EBAY_GB,3,72042,"Pumps, Clips & Optics",[],,2026-04-09
EBAY_GB,3,73372,Speaker & Horn Drivers,[],,2026-04-09
EBAY_GB,3,72040,Malta,[],,2026-04-09
EBAY_GB,3,178938,Fuel Tank Caps,[],,2026-04-09
EBAY_GB,3,178939,Fuel Filters,[],,2026-04-09
EBAY_GB,3,85348,Accessories,[],,2026-04-09
EBAY_GB,3,178936,"Air Hoses, Lines & Pipes",[],,2026-04-09
EBAY_GB,3,178937,Carburettors,[],,2026-04-09
EBAY_GB,3,177603,eBay Special Offer 3,[],,2026-04-09
EBAY_GB,3,178935,Air Filters,[],,2026-04-09
EBAY_GB,3,177601,eBay Special Offer 1,[],,2026-04-09
EBAY_GB,3,178932,Suspension Springs,[],,2026-04-09
EBAY_GB,3,177602,eBay Special Offer 2,[],,2026-04-09
EBAY_GB,3,84011,Woodworking Timber,[],,2026-04-09
EBAY_GB,3,178933,Other Brake Parts,[],,2026-04-09
EBAY_GB,3,178930,Brake Sensors & Switches,[],,2026-04-09
EBAY_GB,3,178931,Shocks & Coil Overs,[],,2026-04-09
EBAY_GB,3,151093,Other Comic Books & Memorabilia,[],,2026-04-09
EBAY_GB,3,51919,Swimwear,[],,2026-04-09
EBAY_GB,3,261623,Masks,[],,2026-04-09
EBAY_GB,3,259302,Heat Shrink Tubing,[],,2026-04-09
EBAY_GB,3,261624,Music Boxes,[],,2026-04-09
EBAY_GB,3,259301,Electrical Wire & Cable Connectors,[],,2026-04-09
EBAY_GB,3,259300,Electrical Tape,[],,2026-04-09
EBAY_GB,3,261622,Incense Burners,[],,2026-04-09
EBAY_GB,3,261627,Posters & Prints,[],,2026-04-09
EBAY_GB,3,261628,Sculptures & Figurines,[],,2026-04-09
EBAY_GB,3,63900,Pipe Fittings,[],,2026-04-09
EBAY_GB,3,261625,Paperweights,[],,2026-04-09
EBAY_GB,3,261626,Plaques & Signs,[],,2026-04-09
EBAY_GB,3,47092,Speaker Drivers & Horns,[],,2026-04-09
EBAY_GB,3,261629,Suncatchers & Mobiles,[],,2026-04-09
EBAY_GB,3,47090,Shakers & Small Percussion,[],,2026-04-09
EBAY_GB,3,47091,Speakers,[],,2026-04-09
EBAY_GB,3,51920,Trousers,[],,2026-04-09
EBAY_GB,3,47096,Clarinets,[],,2026-04-09
EBAY_GB,3,261612,Collector Plates,[],,2026-04-09
EBAY_GB,3,261613,Decorative Fans,[],,2026-04-09
EBAY_GB,3,261610,Other Clocks,[],,2026-04-09
EBAY_GB,3,261611,Collectable Spoons,[],,2026-04-09
EBAY_GB,3,259310,Electrical Panel & Circuit Breaker Accessories,[],,2026-04-09
EBAY_GB,3,261617,Shields,[],,2026-04-09
EBAY_GB,3,63914,Hammers,[],,2026-04-09
EBAY_GB,3,261615,Armour,[],,2026-04-09
EBAY_GB,3,63907,Valves,[],,2026-04-09
EBAY_GB,3,259304,Strut Channels,[],,2026-04-09
EBAY_GB,3,259303,Strut Channel Accessories,[],,2026-04-09
EBAY_GB,3,47089,Mounts & Hardware,[],,2026-04-09
EBAY_GB,3,50602,Single Use Batteries,[],,2026-04-09
EBAY_GB,3,47084,Drum Stools,[],,2026-04-09
EBAY_GB,3,51933,Outerwear,[],,2026-04-09
EBAY_GB,3,261601,Candles,[],,2026-04-09
EBAY_GB,3,261600,Bottles,[],,2026-04-09
EBAY_GB,3,261605,"Desk, Mantel & Shelf Clocks",[],,2026-04-09
EBAY_GB,3,261606,Digital Clocks,[],,2026-04-09
EBAY_GB,3,261603,Alarm Clocks & Clock Radios,[],,2026-04-09
EBAY_GB,3,261604,Cuckoo & Black Forest Clocks,[],,2026-04-09
EBAY_GB,3,63924,"Wood Chippers, Stump Grinders & Mulchers",[],,2026-04-09
EBAY_GB,3,261609,Replacement Parts & Tools,[],,2026-04-09
EBAY_GB,3,63915,Other Measuring Tools,[],,2026-04-09
EBAY_GB,3,261607,Grandfather Clocks,[],,2026-04-09
EBAY_GB,3,63918,Tool Kits & Sets,[],,2026-04-09
EBAY_GB,3,261608,Wall Clocks,[],,2026-04-09
EBAY_GB,3,63917,Screwdrivers,[],,2026-04-09
EBAY_GB,3,47078,Harmonicas,[],,2026-04-09
EBAY_GB,3,47076,"Knobs, Jacks & Switches",[],,2026-04-09
EBAY_GB,3,47075,Cables & Leads,[],,2026-04-09
EBAY_GB,3,51946,Jumpers & Cardigans,[],,2026-04-09
EBAY_GB,3,3709,Laptop Docking Stations,[],,2026-04-09
EBAY_GB,3,47067,Guitar Building & Luthier Supplies,[],,2026-04-09
EBAY_GB,3,3702,Computer Speakers,[],,2026-04-09
EBAY_GB,3,262990,Adult Toy Cleaners,[],,2026-04-09
EBAY_GB,3,261660,Other Baking Accessories,[],,2026-04-09
EBAY_GB,3,262991,Disinfecting & Sterilising Products,[],,2026-04-09
EBAY_GB,3,261663,Saucepans & Stockpots,[],,2026-04-09
EBAY_GB,3,260331,Watch Winders,[],,2026-04-09
EBAY_GB,3,261664,Steamers,[],,2026-04-09
EBAY_GB,3,260330,Boxes & Cases,[],,2026-04-09
EBAY_GB,3,261661,Casserole Pans,[],,2026-04-09
EBAY_GB,3,261662,Frying & Grill Pans,[],,2026-04-09
EBAY_GB,3,260332,Other Watch Accessories,[],,2026-04-09
EBAY_GB,3,259346,Bin Liners,[],,2026-04-09
EBAY_GB,3,63941,Automatic Levels,[],,2026-04-09
EBAY_GB,3,261668,Dinner Service Sets,[],,2026-04-09
EBAY_GB,3,261665,Woks,[],,2026-04-09
EBAY_GB,3,259344,Cleaning Brushes,[],,2026-04-09
EBAY_GB,3,258013,Toasted Pastries,[],,2026-04-09
EBAY_GB,3,63943,Other Levels & Autolevels,[],,2026-04-09
EBAY_GB,3,261666,Tagines,[],,2026-04-09
EBAY_GB,3,258012,"Nuts, Seeds & Mixes",[],,2026-04-09
EBAY_GB,3,63942,Rotary Lasers,[],,2026-04-09
EBAY_GB,3,258011,Pretzels & Nibbles,[],,2026-04-09
EBAY_GB,3,259342,Steam Cleaner Parts,[],,2026-04-09
EBAY_GB,3,259341,Mop & Broom Accessories,[],,2026-04-09
EBAY_GB,3,261669,Bowls,[],,2026-04-09
EBAY_GB,3,259340,Laundry Balls,[],,2026-04-09
EBAY_GB,3,258009,"Tinned, Jarred & Packaged Seafood",[],,2026-04-09
EBAY_GB,3,259339,Clothes Folders,[],,2026-04-09
EBAY_GB,3,258008,Dried & Smoked Seafood,[],,2026-04-09
EBAY_GB,3,259337,Corbels & Supports,[],,2026-04-09
EBAY_GB,3,258006,"Tinned, Jarred & Packaged Meats",[],,2026-04-09
EBAY_GB,3,258005,Dried & Cured Meats,[],,2026-04-09
EBAY_GB,3,262980,Benches,[],,2026-04-09
EBAY_GB,3,261652,Corkscrews & Openers,[],,2026-04-09
